substance,common_name,alt_names,type,mechanism,source,evidence_floor,candidate,duke_uses,gn_mechanism,gn_warning,matched_chem,duke_activities,duke_superacts,n_cousins
Boswellia carteri,,,phytochemical,Cancer,Dr. Duke,,,Alterative|Astringent|Cancer|Carbuncle|Carminative|Diuretic|Expectorant|Fumigant|Gonorrhea|Iran|Leprosy|Sclerosis|Sedative|Sore|Spermatorrhea|Stimulant|Struma|Tonic|Tumor(Breast)|Urogenital,,,,,,0
Boswellia glabra,Olibanum,,phytochemical,Cancer,Dr. Duke,,,Cancer|Cancer(Breast)|Cancer(Cervix)|Cancer(Stomach),,,,,,0
Bowdichia virgilioides,Alcornoque,,phytochemical,Cancer,Dr. Duke,,,Astringent|Bruise|Cancer|Phthisis|Wound,,,,,,0
Brasenia peltata,Shun Ts'Ai,,phytochemical,Cancer,Dr. Duke,,,Cachexia|Cancer|Debility|Favus|Fever|Piles|Vermifuge|Virility|Vulnerary,,,,,,0
Brassica napobrassica,Turnip,,phytochemical,Cancer,Dr. Duke,,,Cancer,,,,,,0
Brassica oleracea,Col,,phytochemical,Cancer,Dr. Duke,,,Cancer|Cancer(Stomach)|Cyanogenetic|Infection|Intellect|Jaundice|Scurvy|Soporific|Sore|Tumor|Tumor(Breast)|Vermifuge|Wart,,,,,,0
Broussonetia papyrifera,,,phytochemical,Cancer,Dr. Duke,,,Anuria|Ascites|Astringent|Bite(Bug)|Cancer|Diarrhea|Diuretic|Dysentery|Dyspepsia|Eruption|Flux|Gonorrhea|Hematemesis|Impotency|Menorrhagia|Nephritis|Pregnancy|Rheumatism|Tinea|Tonic|Vulnerary|Wound,,,,,,0
Bryonia alba,Bryonia,,phytochemical,Cancer,Dr. Duke,,,Anodyne|Cancer|Cough|Diuretic|Emetic|Emmenagogue|Expectorant|Hydragogue|Pleurisy|Poison|Purgative|Vermifuge,,general_toxicity;pregnancy_caution,,,,0
Bryophyllum pinnatum,,,phytochemical,Cancer,Dr. Duke,,,Ache(Ear)|Ache(Head)|Ague|Anodyne|Antiseptic|Bactericide|Boil|Bruise|Cancer|Cicatrizant|Cold|Cold(Head)|Colic|Conjunctivitis|Cough|Dermatosis|Diuretic|Dysmenorrhea|Emollient|Enteritis|Epilepsy|Erysipelas|Fever|Heart|Hemostat|Hypertension|Nephritis|Ophthalmia|Palpitation|Rhagades|Rheumatism|Soporific|Sore|Spasm|Sprain|Swelling|Tumor|Ulcer|Vulnerary|Witchcraft|Wound,,,,,,0
Buddleja officinalis,,,phytochemical,Cancer,Dr. Duke,,,Cancer|Cataract|Conjunctivitis|Eye|Fever|Liver|Opacity|Photophobia|Vision,,,,,,0
Buxus sempervirens,Bwes Beni,,phytochemical,Cancer,Dr. Duke,,,Adulterant|Alterative|Bilious|Boil|Cancer|Cholagogue|Depurative|Diuretic|Fever|Hair-Tonic|Heat|Labor|Laxative|Malaria|Narcotic|Poison|Rash|Rheumatism|Sedative|Sudorific|Syphilis|Tonic|Vermifuge,,general_toxicity,,,,0
Calamintha sp,Calaminth,,phytochemical,Cancer,Dr. Duke,,,Cancer,,,,,,0
Calendula arvensis,Maravilla,,phytochemical,Cancer,Dr. Duke,,,Cancer|Dysmenorrhea|Food-Dye|Sudorific|Tumor,,,,,,0
Calendula officinalis,China,,phytochemical,Cancer,Dr. Duke,,,Ache(Stomach)|Ache(Tooth)|Amenorrhea|Analgesic|Astringent|Bactericide|Bruise|Cancer|Carminative|Cholagogue|Choleretic|Corn|Depurative|Diaphoretic|Diuretic|Emmenagogue|Fever|Flu|Hemorrhage|Internulcer|Intestine|Kidney|Lung|Mouthwash|Piles|Scrofula|Sprain|Stimulant|Stomach|Styptic|Sudorific|Syphilis|Tonic|Tuberculosis|Vermifuge|Wart,,pregnancy_caution,,,,0
Calla palustris,Drachenwurz,,phytochemical,Cancer,Dr. Duke,,,Cancer|Cyanogenetic|Diaphoretic|Poison|Poultice|Swelling,,general_toxicity,,,,0
Calluna vulgaris,Heather,,phytochemical,Cancer,Dr. Duke,,,Antiseptic|Astringent|Bladder|Cancer|Depurative|Diuretic|Inflammation|Insomnia|Narcotic|Rheumatism|Sedative|Urogenital,,,,,,0
Calophyllum inophyllum,Tamanou,,phytochemical,Cancer,Dr. Duke,,,Boil|Cancer|Catarrh|Chickenpox|Conjunctivitis|Cyanogenetic|Debility|Diarrhea|Digestive|Diuretic|Emetic|Emmenagogue|Eye|Fever|Gonorrhea|Inflammation|Lactogogue|Leprosy|Metrorrhagia|Orchitis|Pain|Parturition|Piles|Piscicide|Poison|Puerperium|Purgative|Rash|Rheum|Rheumatism|Scabies|Skin|Soap|Sore|Stitch|Stroke|Sunburn|Tumor|Vaginitis|Vermifuge|Wound,,general_toxicity;pregnancy_caution,,,,0
Camelina sativa,Dandakorn,,phytochemical,Cancer,Dr. Duke,,,Cancer,,,,,,0
Camellia sinensis,Green Tea,,phytochemical,Cancer,Dr. Duke,,,Ache(Head)|Analgesic|Antidote|Antidote(Wine)|Astringent|Bite(Dog)|CNS stimulant|Cancer|Carminative|Cold|Conjunctivitis|Debility|Demulcent|Deobstruent|Digestive|Diuretic|Dropsy|Dysentery|Epilepsy|Eruption|Expectorant|Fever|Hemoptysis|Hemorrhage|Intellect|Lactogogue|Lung|Malaria|Narcotic|Nervine|Poison|Refrigerant|Smallpox|Soap|Stimulant|Stomachic|Stomatitis|Sudorific|Toxemia|Tumor(Head),,general_toxicity,,,,0
Cannabis sativa,Bangue,,phytochemical,Cancer,Dr. Duke,,,Alopecia|Alterative|Analgesic|Anesthetic|Anodyne|Anorexia|Antidote(Aconite)|Antidote(Scorpion)|Antidote(Sulfur)|Antidote(Tarantula)|Antidote(Vermillion)|Apertif|Aphrodisiac|Bladder|CNS stimulant|Cancer|Cold|Colic|Constipation|Corn|Cough|Demulcent|Depression|Diuretic|Divination|Ear|Emmenagogue|Emollient|Epilepsy|Eruption|Favus|Flabbiness|Flux|Fumitory|Gonorrhea|Gravel|Hair-Tonic|Hairblack|Hallucinogen|Hypnotic|Inflammation|Intoxicant|Laxative|Longevity|Magic|Masturbation|Medicine|Narcotic|Nausea|Nerves|Paralysis|Placenta|Poison|Pole|Polyuria|Porridge|Psychedelic|Psychotropic|Puerperium|Rheumatism|Sedative|Senility|Sore|Spasm|Stimulant|Tetanus|Thirst|Tongue|Tonic|Tumor|Vermifuge|Weaning|Wound,,general_toxicity;pregnancy_caution,,,,0
Capsella bursa-pastoris,,,phytochemical,Cancer,Dr. Duke,,,Antiseptic|Astringent|Cancer|Cardiotonic|Chyluria|Contraceptive|Diarrhea|Diuretic|Dropsy|Dysentery|Dysmenorrhea|Dysuria|Edema|Emmenagogue|Epistaxis|Expectorant|Eye|Febrifuge|Flux|Head|Hematemesis|Hematuria|Hemoptysis|Hemorrhage|Hemostat|Hemostatic|Hypertension|Kidney|Liver|Menorrhagia|Metrorrhagia|Nephritis|Ophthalmia|Parasiticide|Piles|Post-Partum|Refrigerant|Repellant(Insect)|Scurvy|Sedative|Sore|Stimulant|Stomach|Tonic|Tuberculosis|Uteritis|Vasodilator|Vision|Wound,,pregnancy_caution,,,,0
Capsicum baccatum,Cayenne,,phytochemical,Cancer,Dr. Duke,,,Aphrodisiac|CNS stimulant|Cancer|Carminative|Digestive|Piles|Rubefacient|Spice|Stimulant|Stomachic|Styptic,,,,,,0
Carica papaya,Chich Put,,phytochemical,Cancer,Dr. Duke,,,Abortifacient|Ache(Head)|Ache(Tooth)|Amebiasis|Anodyne|Antibiotic|Antiphlogistic|Arthritis|Asthma|Bactericide|Boil|Cancer|Cardiac|Cardiotonic|Cholagogue|Colic|Constipation|Corn|Decoagulant|Diarrhea|Digestive|Diphtheria|Diuretic|Dysentery|Dyspepsia|Dysuria|Ecbolic|Elephantiasis|Emmenagogue|Enteritis|Epithelioma|Expectorant|Fever|Flu|Freckle|Fumitory|Fungicide|Gravel|Hemoptysis|Hypertension|Infection|Itch|Laxative|Leucoderma|Liver|Longevity|Madness|Oliguria|Pectoral|Pediculicide|Psoriasis|Rheumatism|Ringworm|Scorpion|Soap|Sore|Splenitis|Stomachic|Suppurative|Tea|Tenderizer|Tuberculosis|Tumor|Tumor(Uterus)|Ulcer|Venereal|Vermifuge|Wart|Wound,,pregnancy_caution,,,,0
Carlina acaulis,Everthroat,,phytochemical,Cancer,Dr. Duke,,,Cancer|Cholagogue|Diaphoretic|Emmenagogue,,pregnancy_caution,,,,0
Carum carvi,Caraway,,phytochemical,Cancer,Dr. Duke,,,Ache(Head)|Ache(Stomach)|Anus|Bactericide|Balsamic|Cancer|Carminative|Cholera|Diaphoretic|Digestive|Diuretic|Emmenagogue|Fistula|Fungicide|Lactogogue|Laxative|Prolapse|Scabies|Sore|Spasm|Stimulant|Stomachic|Syphilis|Tonic|Venereal|Vermifuge,,pregnancy_caution,,,,0
Casimiroa edulis,Cochitzapotl,,phytochemical,Cancer,Dr. Duke,,,Analgesic|Cancer|Convulsion|Diarrhea|Fever|Hypnotic|Nervine|Poison|Rheumatism|Sedative|Soporific|Sore|Suppurative|Ulcer|Vermifuge|Vulnerary,,general_toxicity,,,,0
Casimiroa sapota,Cochitzapotl,,phytochemical,Cancer,Dr. Duke,,,Cancer,,,,,,0
Cassia acutifolia,Senna,,phytochemical,Cancer,Dr. Duke,,,Cancer|Cathartic|Purgative|Stimulant,,,,,,0
Cassia angustifolia,Senna,,phytochemical,Cancer,Dr. Duke,,,Cancer|Cathartic|Dyspepsia|Laxative|Purgative,,,,,,0
Cassia fistula,,,phytochemical,Cancer,Dr. Duke,,,Aperient|Astringent|Burn|Cancer|Carbuncle|Constipation|Convulsion|Delirium|Dermatosis|Diarrhea|Dysuria|Epilepsy|Flu|Fumitory|Gravel|Hematuria|Herpes|Laxative|Pimple|Purgative|Syphilis|Tumor(Glands)|Vermifuge|Wound,,,,,,0
Catalpa bungei,Ch'Iu,,phytochemical,Cancer,Dr. Duke,,,Abscess|Bronchitis|Cancer|Carbuncle|Cornea|Emphysema|Fistula|Porrigo|Sore|Stomachic|Struma|Swelling|Vermifuge|Wound,,,,,,0
Catalpa kaempferi,Tzu,,phytochemical,Cancer,Dr. Duke,,,Cancer,,,,,,0
Catharanthus roseus,Chawa Pshila,,phytochemical,Cancer,Dr. Duke,,,Ache(Tooth)|Asthma|Bactericide|Cancer|Cardiotonic|Catarrh|Ceguera|Chest-Cold|Cold|Depurative|Diabetes|Emetic|Emmenagogue|Gargle|Glycosuria|Hemostat|Hodgkin's Disease|Hyperglycemia|Hypertension|Laryngitis|Leukemia|Leukopenic|Medicine|Menorrhagia|Oliguria|Oncolytic|Ophthalmia|Poison|Polyuria|Purgative|Sedative|Sore(Throat)|Sting(Wasp)|Stomach|Stomachic|Throat|Tranquilizer|Tuberculosis|Tumor|Vermifuge,,general_toxicity;pregnancy_caution,,,,0
Caulophyllum thalictroides,,,phytochemical,Cancer,Dr. Duke,,,Antispasmodic|Cancer|Diuretic|Emmenagogue|Medicine|Parturition|Poison|Spasm|Vermifuge,,general_toxicity;pregnancy_caution,,,,0
Ceanothus americanus,,,phytochemical,Cancer,Dr. Duke,,,Alterative|Astringent|Cancer|Dysentery|Expectorant|Eye|Gonorrhea|Hemorrhage|Hemostat|Hemostatic|Medicine|Purgative|Sedative|Soap|Sore(Throat)|Spasm|Stimulant|Syphilis|Tea|Tes|Tumor,,,,,,0
Cecropia ambaiba,,,phytochemical,Cancer,Dr. Duke,,,Cancer,,,,,,0
Cecropia concolor,,,phytochemical,Cancer,Dr. Duke,,,Cancer,,,,,,0
Cecropia hololeuca,Imbahyba Branca,,phytochemical,Cancer,Dr. Duke,,,Cancer,,,,,,0
Cedrus libanensis,Cedar,,phytochemical,Cancer,Dr. Duke,,,Cancer,,,,,,0
Celastrus scandens,,,phytochemical,Cancer,Dr. Duke,,,Alterative|Cancer|Diaphoretic|Discutient|Diuretic|Emetic|Emmenagogue|Leucorrhea|Liver|Mental|Poison|Rheumatism|Sedative|Skin|Sudorific|Tumor|Venereal,,general_toxicity;pregnancy_caution,,,,0
Centaurea centaurium,Centaury,,phytochemical,Cancer,Dr. Duke,,,Cancer|Stomachic,,,,,,0
Centella asiatica,"Pennywort,Marsh",,phytochemical,Cancer,Dr. Duke,,,Ache(Head)|Ache(Rib)|Alexiteric|Alterative|Anodyne|Aphrodisiac|Astringent|Boil|Brain|Cancer|Cataract|Cholera|Circulation|Convulsion|Dermatosis|Diuretic|Dysentery|Eye|Fever|Hypertension|Infection|Insanity|Insecticide|Lactogogue(Veterinary)|Leprosy|Longevity|Lung|Medicine|Narcotic|Nervine|Pleuritis|Poultice|Refrigerant|Respiratory|Spasm|Stimulant|Tonic|Tuberculosis|Tumor(Abdomen)|Venereal|Wound,,,,,,0
Cephaelis acuminata,Ipecac,,phytochemical,Cancer,Dr. Duke,,,Cancer,,,,,,0
Cerastium viscosum,Mouseear,,phytochemical,Cancer,Dr. Duke,,,Cancer,,,,,,0
Cereus quadrangularis,Tuna,,phytochemical,Cancer,Dr. Duke,,,Cancer,,,,,,0
Cerinthe sp,Honeywort,,phytochemical,Cancer,Dr. Duke,,,Cancer,,,,,,0
Chaerophyllum sativum,Cerfeuil,,phytochemical,Cancer,Dr. Duke,,,Cancer,,,,,,0
Cheilanthes hirta,"Fern,Parsley",,phytochemical,Cancer,Dr. Duke,,,Cancer|Cold|Sore(Throat),,,,,,0
Chelidonium majus,Celandine,,phytochemical,Cancer,Dr. Duke,,,Alterative|Analgesic|Anodyne|Antispasmodic|Cancer|Cancer(Stomach)|Cholagogue|Corn|Depurative|Diaphoretic|Diuretic|Expectorant|Fatality|Freckle|Jaundice|Laxative|Narcotic|Poison|Purgative|Sedative|Skin|Spasm|Vermifuge|Wart,,general_toxicity,,,,0
Chimaphila corymbosa,Pippsisewa,,phytochemical,Cancer,Dr. Duke,,,Cancer,,,,,,0
Chimaphila umbellata,Pipsissewa,,phytochemical,Cancer,Dr. Duke,,,Alterative|Antiseptic|Apertif|Astringent|Cancer|Collyrium|Diabetes|Digestive|Diuretic|Fever|Fumitory|Kidney|Liniment|Medicine|Myalgia|Rheumatism|Stiffness|Stomach|Stone|Sudorific|Tea|Tonic|Typhus|Vulnerary,,,,,,0
Chionanthus virginicus,Greybeard,,phytochemical,Cancer,Dr. Duke,,,Alterative|Aperient|Cancer|Cholagogue|Diarrhea|Diuretic|Fever|Inflammation|Malaria|Medicine|Narcotic|Skin|Sore|Sore(Throat)|Stomatitis|Tonic|Wound,,,,,,0
Chrysanthemum leucanthemum,White Oxeye,,phytochemical,Cancer,Dr. Duke,,,Astringent|Cancer|Catarrh|Diuretic|Emetic|Emmenagogue|Night-Sweat|Pertussis|Spasm|Tonic,,pregnancy_caution,,,,0
Chrysanthemum parthenium,Amargosa,,phytochemical,Cancer,Dr. Duke,,,Abortifacient|Ache(Ear)|Anemia|Aperient|Cancer|Carminative|Cold|Colic|Depurative|Diarrhea|Digestion|Diuretic|Dyspepsia|Emmenagogue|Fever|Insecticide|Laxative|Resolvent|Spasm|Stomachic|Tonic|Vermifuge,,pregnancy_caution,,,,0
Chrysanthemum sinense,Chu Hua,,phytochemical,Cancer,Dr. Duke,,,Ache(Head)|Adenopathy|Alopecia|Antivinous|Cancer|Cancer(Breast)|Circulation|Cold|Digestive|Dysmenorrhea|Eye|Hearing|Inflammation|Nerves|Poison|Preventative (Gray Hair)|Preventitive|Sight|Sore,,general_toxicity,,,,0
Cichorium intybus,Chicory,,phytochemical,Cancer,Dr. Duke,,,Aperient|Cancer|Cholagogue|Coffee|Depurative|Diuretic|Fever|Gall|Inflammation|Laxative|Liver|Lung|Refrigerant|Sclerosis(Spleen)|Sedative|Stomachic|Sudorific|Tonic|Tuberculosis|Typhoid,,,,,,0
Cicuta sp,Cicuta,,phytochemical,Cancer,Dr. Duke,,,Bite(Snake)|Cancer|Poison|Suicide,,general_toxicity,,,,0
Cicuta odorata,Shepherd'S Needle,,phytochemical,Cancer,Dr. Duke,,,Cancer,,,,,,0
Cinchona calisaya,Quinine,,phytochemical,Cancer,Dr. Duke,,,Anesthetic|Antiperiodic|Antiseptic|Astringent|Bactericide|Cancer|Febrifuge|Fever|Malaria|Piles|Tonic|Varicosity,anti_inflammatory,photosensitizing;pregnancy_caution,QUININE,Abortifacient;Allergenic;Amebicide;Analgesic;Anesthetic;Antibacterial;Antidysenteric;Antifeedant;Antifibrillary;Antihemorrhoidal;Antilumbagic;Antimalarial;Antineuralgic;Antineuritic;Antipyretic;Antisciatic;Antitrypanosomic;Antiyeast;Apertif;Astringent;Cardiodepressant;Cytotoxic;Dermatitigenic;FLavor;MDR-Inhibitor;Oxytocic;Pesticide;Phototoxic;Protisticide;Spermicide;Stomachic;Trypanocide,AIDS/HIV;Allergy;Anorexia;Anthrax;Apoplexy/Stroke;Appetite;Arrhythmia (Cardiac);Arteriosclerosis/Atherosclerosis;Arthritis;Athletes Foot;BO (Body Odor);Backache;Breached Birth;Bronchitis;Bruises;Bunion;Burns;Bursitis;Cancer;Candidiasis;Canker Sores;Cardiopathy/Heart Problems;Caries;Carpal Tunnel Syndrome (CTS);Cold/Flu;Conjunctivitis;Constipation;Cough;Cramp;Crohns Disease;Cystitis;Dandruff;Decubitis;Dermatitis/Dermatoses;Diarrhea;Diverticulitis;Dysentery;Dysmenorrhea;Dyspepsia/Indigestion;Edema;Emphysema;Fever;Fibromyalgia;Fungus/Mycosis;GERD / Esophageal Reflux;Giardia;Gingivitis;Gout;Halitosis;Hangover;Hayfever;Headache;Heart Attack/Coronary Infarct;Hemorrhoids;Herpes;High Blood Pressure/Hypertension;Hot Flashes;IBD;Incontinence;Infection;Inflammation;Insect Bites / Stings;Insomnia;Intestinal Parasites;Itch;Kidney Stones;Leishmaniasis;Lipoma;Lyme Disease (Chronic);Lyme Disease (Initial);MRSA;Malaria;Melanoma;Menopause;Migraine;Motion Sickness;Multiple Sclerosis;Nausea;Neuropathy;Nightmare;Obesity;Otitis/Earache;Pain;Pneumonia;Poison Ivy;Poison Oak;Poison Sumac;Premenstrual Syndrome/PMS;Raynauds Disease;Rheumatism;Sciatica;Sepsis;Sinusitis;Sore;Sore Throat / Laryngitis / Pharyngitis;Stomatosis;Stress;Sunburn;Syndrome X;Toothache;Tuberculosis;UTI;Ulcer;Vaginitis;Varicose Veins;Viral Infections (Chronic);Wound;Yeast Infection,21
Cinchona sp,Quina,,phytochemical,Cancer,Dr. Duke,,,Antivinous|Baldness|Cancer|Cancer(Tongue)|Dandruff|Stimulant,,,,,,0
Cinnamomum cassia,Cassia,,phytochemical,Cancer,Dr. Duke,,,Ache(Head)|Ache(Stomach)|Amenorrhea|Analgesic|Antiseptic|Aperient|Bactericide|Balsamic|Cancer|Cancer(Womb)|Carminative|Chest|Cold|Cough|Diaphoretic|Diarrhea|Dysmenorrhea|Dyspepsia|Dysuria|Febrifuge|Fever|Fungicide|Hypertension|Lumbago|Nausea|Sore(Throat)|Stimulant|Stomachic|Tonic|Tumor|Uterosis|Viricide,,,,,,0
Cinnamomum laurus,Cinnamon,,phytochemical,Cancer,Dr. Duke,,,Cancer,,,,,,0
Cinnamomum verum,Cinnamon,,phytochemical,Cancer,Dr. Duke,,,Amenorrhea|Antiseptic|Arthritis|Asthma|Astringent|Cancer|Cancer(Uterus)|Carminative|Colic|Cough|Diarrhea|Female|Heart|Kidney|Lumbago|Lung|Phthisis|Psoriasis|Spasm|Spice|Stimulant|Stomachic|Tumor(Abdomen)|Vaginitis|Wart|Wen,,,,,,0
Cissus japonica,Ou Lien Mei,,phytochemical,Cancer,Dr. Duke,,,Cancer,,,,,,0
Citrullus colocynthis,Pikrokolokunthia,,phytochemical,Cancer,Dr. Duke,,,Abortifacient|Amenorrhea|Ascites|Bilious|Cancer|Cathartic|Emmenagogue|Fever|Hydragogue|Jaundice|Leukemia|Parasiticide|Poison|Purgative|Repellant(Insect)|Rheumatism|Tumor(Abdomen)|Urogenital|Vermifuge,,general_toxicity;pregnancy_caution,,,,0
Citrus aurantium,Kuang Chu,,phytochemical,Cancer,Dr. Duke,,,Abdomen|Ache(Head)|Ache(Stomach)|Anodyne|Antidote(Fish)|Antidote(Lobster)|Antidote(Shrimp)|Antifertility|Antiseptic|Apertif|Bactericide|Bubo|Cancer|Cancer(Breast)|Cancer(Stomach)|Carminative|Chest|Congestion|Deobstruent|Depurative|Diarrhea|Dysmenorrhea|Dyspepsia|Dyspnea|Emmenagogue|Expectorant|Fatality|Fever|Flatulence|Freckle|Fungicide|Gall-Bladder|Gas|Heart|Hemostat|Hypertension|Laxative|Liver|Marasmus|Medicine|Megalospleny|Menorrhagia|Mouthwash|Narcotic|Nausea|Nerves|Nervine|Oliguria|Panacea|Pectoral|Pimple|Prolapse|Purgative|Rectocele|Refrigerant|Rib|Scurvy|Sedative|Shampoo|Sore|Spasm|Splenitis|Stimulant|Stomach|Stomachic|Styptic|Sudorific|Tea|Thirst|Thrush|Tonic|Tranquilizer|Urogenital|Uterus|Vermifuge|Wine-Nose,,pregnancy_caution,,,,0
Citrus sinensis,Orange,,phytochemical,Cancer,Dr. Duke,,,Abdomen|Abscess|Ache(Ear)|Ache(Stomach)|Ache(Tooth)|Acne|Anorexia|Antiseptic|Anus|Apertif|Astringent|Bilious|Breast|Cancer|Carminative|Chest|Circulation|Cold|Cough|Diarrhea|Dysentery|Dyspepsia|Expectorant|Fever|Flu|Hematochezia|Infection|Liqueur|Nausea|Nervine|Nypnotic|Perfume|Pneumonia|Prolapse|Puerperium|Sedative|Spasm|Spleen|Stimulant|Stomachic|Sudorific|Thrush|Tonic|Tumor|Uterus|Vermifuge|Water,,,,,,0
Clematis crispa,Leather Flower,,phytochemical,Cancer,Dr. Duke,,,Cancer,,,,,,0
Clematis flammula,Virgin'S Bower,,phytochemical,Cancer,Dr. Duke,,,Cancer|Rubefacient,,,,,,0
Clematis integrifolia,Vegnete,,phytochemical,Cancer,Dr. Duke,,,Cancer,,,,,,0
Clematis ligustifolia,Virgin'S Bower,,phytochemical,Cancer,Dr. Duke,,,Cancer,,,,,,0
Clematis mauritania,Liana Arabiga,,phytochemical,Cancer,Dr. Duke,,,Cancer,,,,,,0
Clematis recta,"Virgin'S Bower, Upright",,phytochemical,Cancer,Dr. Duke,,,Cancer,,,,,,0
Clematis viorna,Leatherflower,,phytochemical,Cancer,Dr. Duke,,,Cancer,,,,,,0
Clematis virginiana,Virgin'S Bower,,phytochemical,Cancer,Dr. Duke,,,Cancer,,,,,,0
Clematis vitalba,Herbe Aux Gueux,,phytochemical,Cancer,Dr. Duke,,,Blood|Cancer|Diuretic|Kidney|Poison|Purgative|Rubefacient|Scrofula|Sudorific|Vesicant,,general_toxicity,,,,0
Cnicus benedictus,Blessed Thistle,,phytochemical,Cancer,Dr. Duke,,,Apertif|Cancer|Catarrh|Cholagogue|Contraceptive|Depurative|Diaphoretic|Diuretic|Dyspepsia|Emetic|Emmenagogue|Fever|Hemostat|Homeopathy|Hysteria|Inflammation|Intestine|Intoxicant|Liver|Lung|Medicine|Respiratory|Scrofula|Stomach|Stomachic|Sudorific|Tonic|Tumor(Spleen)|Vermifuge,,general_toxicity;pregnancy_caution,,,,0
Codonocarpus cotinifolius,Maroon,,phytochemical,Cancer,Dr. Duke,,,Cancer,,,,,,0
Coix lacryma-jobi,,,phytochemical,Cancer,Dr. Duke,,,Abscess|Ache(Head)|Anodyne|Anthrax|Antiphlogistic|Appendicitis|Arthritis|Beri-Beri|Bladder|Blood|Bronchitis|Cancer|Cancer(Cervix)|Cancer(Intestine)|Cancer(Lung)|Cancer(Stomach)|Catarrh|Cathartic|Coffee|Demulcent|Depurative|Diabetes|Diarrhea|Diuretic|Dysentery|Dysuria|Edema|Fever|Goiter|Halitosis|Hydrothorax|Intoxicant|Liqueur|Litholytic|Lung|Medicine|Newborn|Pectoral|Phthisis|Pleurisy|Pneumonia|Puerperium|Refrigerant|Rheumatism|Smallpox|Stimulant|Stomach|Tea|Tenesmus|Thirst|Tonic|Urogenital|Vermifuge|Wart,,general_toxicity,,,,0
Commicarpus scandens,Chiriqara,,phytochemical,Cancer,Dr. Duke,,,Cancer|Diuretic|Sore|Spasm|Venereal|Wound,,,,,,0
Commiphora africana,Bdellium,,phytochemical,Cancer,Dr. Duke,,,Cancer|Medicine,,,,,,0
Comptonia peregrina,Sweetfern,,phytochemical,Cancer,Dr. Duke,,,Ache(Tooth)|Astringent|Cancer|Colic|Debility|Diarrhea|Fever|Flux|Medicine|Poison-Ivy|Rheumatism,,general_toxicity,,,,0
Conium maculatum,Hemlock,,phytochemical,Cancer,Dr. Duke,,,Anodyne|Antispasmodic|Aphrodisiac|Asthma|CNS sedative|Cancer|Cancer(Breast)|Chorea|Delirium|Fatality|Nervine|Paralysis|Poison|Sclerosis(Glands)|Sedative|Spasm|Tetanus|Tumor|Tumor(Breast)|Tumor(Scrotum)|Wen,,general_toxicity,,,,0
Conium sp,,,phytochemical,Cancer,Dr. Duke,,,Cancer,,,,,,0
Amorphophallus konjak,Jo T'Ou,,phytochemical,Cancer,Dr. Duke,,,Cancer|Lupus|Poison|Rodent-Ulcer|Sialogogue|Sore|Thirst,,general_toxicity,,,,0
Conopholis americana,Squawroot,,phytochemical,Cancer,Dr. Duke,,,Cancer,,,,,,0
Convolvulus arvensis,Withywind,,phytochemical,Cancer,Dr. Duke,,,Cancer|Cathartic|Cholagogue|Corn|Fever|Laxative|Purgative|Vulnerary,,,,,,0
Convolvulus scammonia,Scammony,,phytochemical,Cancer,Dr. Duke,,,Anasarca|Cancer|Cathartic|Dropsy|Hydragogue|Poison,,general_toxicity,,,,0
Convolvulus sepium,"Bindweed,Great",,phytochemical,Cancer,Dr. Duke,,,Alterative|Cancer|Cholagogue|Laxative|Tonic,,,,,,0
Coptis sp,,,phytochemical,Cancer,Dr. Duke,,,Cancer,,,,,,0
Corchoropsis crenata,T'Ien Ma,,phytochemical,Cancer,Dr. Duke,,,Cancer,,,,,,0
Cornus officinalis,,,phytochemical,Cancer,Dr. Duke,,,Allergy|Astringent|Bactericide|Cancer|Diuretic|Emission|Hemostatic|Hepatitis|Hypertension|Impotency|Litholytic|Lumbago|Malaria|Menorrhagia|Night-Sweat|Nutrient|Polyuria|Regeneration|Spermatorrhea|Tinnitus|Tonic|Urogenital|Vermifuge|Vertigo|Vitality,,,,,,0
Coronopus didymus,,,phytochemical,Cancer,Dr. Duke,,,Cancer|Digestive|Expectorant|Malaria|Scurvy|Vulnerary|Wart,,,,,,0
Corydalis bulbosa,,,phytochemical,Cancer,Dr. Duke,,,Anodyne|CNS depressant|Cancer|Cardiotonic|Chest|Cholecystitis|Circulation|Contusion|Convulsion|Dysmenorrhea|Hypertension|Pain|Sedative|Tranquilizer,,,,,,0
Costus spicatus,,,phytochemical,Cancer,Dr. Duke,,,Cancer|Carminative|Congestion|Diuretic|Inappetence|Liver|Rheumatism,,,,,,0
Crassocephalum subscandens,,,phytochemical,Cancer,Dr. Duke,,,Cancer,,,,,,0
Crassula rubicunda,,,phytochemical,Cancer,Dr. Duke,,,Cancer|Charm,,,,,,0
Crepis sp,Hu Huang Lien,,phytochemical,Cancer,Dr. Duke,,,Cancer|Sore,,,,,,0
Crocus orientalis,,,phytochemical,Cancer,Dr. Duke,,,Cancer,,,,,,0
